,id,alias,name,description,subscriptionCount,subscribed,notificationType,read,createdAt,updatedAt,canPost,ignorePost,invisible,isSchool,userSchool,fullyAnonymous,canUseNickname,canUseSchool,postThumbnail,shouldCategorized,shouldPostCategorized,hasPostCategories,titlePlaceholder,postTitlePlaceholder,ipCountryCondition,subcategories,topics,nsfw,mediaThreshold,limitCountries,limitStage,availableLayouts,heroImage,logo,postCount,favorite,isPersonaPage,isFeaturedPage,enablePrivateMessage,restrictIdentityOnComment,enableSelectedPosts,displaySelectedPostsTab,allowModManageSelectedPosts,displayGroupChatEntry,enableHintedValidations,enableEditedHistory
30,eb59cc29-b856-4e45-8ff8-4936aeefc122,nsysu,中山大學,中山大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,11445,False,,False,2016-05-20T06:15:15.784Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/fa56c166-40ad-4b7b-be89-c89f3bf70d9c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/13a7a3c2-40a8-4b57-b230-3035ecff7a96/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 324},False,False,False,True,False,False,False,False,False,False,True
508,8118cda0-37d5-48c9-85f1-71e088b5e8f1,jpop,JPOP,"無論找歌、分享或是發布cover影片通通歡迎(*´³`*)
JPOP板將提供給每位日音飯最完善的討論空間❤️❤️",11299,False,,False,2021-07-06T07:25:13.770Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,請大家儘量加上標題(ex.#找歌)，這樣才能夠獲得更精確、快速的回應或幫助唷！,{},[],"['JPOP', '分享', '找歌', 'cover', '演唱會情報', '專輯開箱', '日文歌', '活動']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/bd62e5d8-867c-4d34-bb89-b707c9040748/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/c0e0dd41-4fa0-4890-bd0b-e47d0957a7db/full.jpeg', 'type': 'image/jpeg', 'width': 199, 'height': 199}",{'last30Days': 20},False,False,False,True,False,False,False,False,False,False,True
34,2d5b4fc9-3eaa-4a8f-9dab-c9a835c2d5fa,usc,實踐大學,實踐大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,11253,False,,False,2016-05-20T10:15:15.790Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/02051c8f-af89-4f73-a044-fce6d518bed3/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/27c8e3ef-ae4c-485e-aa89-32b3f8783cd9/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 297},False,False,False,True,False,False,False,False,False,False,True
528,a1678401-e289-4ac0-8b7a-ce66cdf4e9df,talent_show,選秀節目,"這裡是選秀節目板！
歡迎大家在這裡討論各種選秀相關～",11187,False,,False,2021-09-16T05:02:52.794Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/b595394e-4cdd-45fa-8d14-a77afa152de1/full.jpeg', 'type': 'image/jpeg', 'width': 1513, 'height': 504}","{'url': 'https://megapx-assets.dcard.tw/images/5aeaae78-77fb-4cdc-9d06-6af4c6fc4a87/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 1},False,False,False,False,False,False,False,False,False,False,True
518,2d8156eb-afed-4ca6-9980-4628e6aa72b1,girls_generation,少女時代,"哈囉各位喜歡少時的大家還有sone 
謝謝你們的支持與配合才讓本版成立
未來還請大家多多配合與指教嘍😻😻",11077,False,,False,2021-08-04T07:25:58.257Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/58f190bb-7f65-46dc-ac3a-101792359c49/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/0c4a0d9d-d9dc-473a-82a4-7025a76f9e6e/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 19},False,False,False,False,False,False,False,False,False,False,True
54,5356b09c-7622-4b58-b010-fbbe9e329536,ncut,勤益科大,勤益科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,11031,False,,False,2016-05-21T07:15:15.820Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/da84c03a-6a85-4755-b290-7a525e4f0e1c/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/52253565-bbd2-46bc-b193-b7d615d8b355/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 218},False,False,False,True,False,False,False,False,False,False,True
463,49864c40-dd4e-4a4c-a7e6-d3fe28ea8b0c,puipui,天竺鼠車車,"天竺鼠車車真的好可愛喔。
任何關於天竺鼠😍
都可以發呦
請勿人身攻擊",10964,False,,False,2021-01-21T06:26:36.990Z,2022-10-19T23:28:09.132Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],"['天竺鼠車車', '天竺鼠', '車車', '天竺鼠車車第二季']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/763ad9d5-bcf8-4dd9-831a-5959e4d69e06/full.jpeg', 'type': 'image/jpeg', 'width': 800, 'height': 266}","{'url': 'https://megapx-assets.dcard.tw/images/8a286833-e68b-44bc-aac2-99f7e140133d/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 55},False,False,False,True,False,False,False,False,False,False,True
320,79b1968a-3d30-43b9-b413-1977725cf7f0,tennis,網球,供討論、分享、詢問與網球相關的話題。或是各種國內外賽事（例：溫網、法網等...）皆可在此討論！,10730,False,,False,2020-02-04T07:44:03.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},True,False,False,發文請記得在下一步驟加入話題或其他相關分類喲！,,{},['溫網'],"['溫網', '澳網', '法網', '美網', '拉沃盃']",False,{},[],0,['classic'],"{'url': 'https://megapx-assets.dcard.tw/images/fc9ccbc2-2762-45d1-92fa-d52cb15b967d/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/df96afef-6c3c-493a-8bfb-f49707cdafe0/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 17},False,False,False,False,False,False,False,False,False,False,True
47,e3d1e6b1-d675-4827-863d-7565701fea9d,cgu,長庚大學,長庚大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,10706,False,,False,2016-05-21T00:15:15.811Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/114b05c6-3d70-4b8f-ad97-1490451df1d2/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/0ef60da5-1c27-4f4a-a5ba-d1a9bd2e1e97/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 354},False,False,False,True,False,False,False,False,False,False,True
534,49a963f3-6adb-454b-95cc-413cee8bf991,tutor,家教,"家教的性質與其他教師較為不同，希望本板提供各位家教一個分享的管道⭐
不論是專職家教或打工的大學生都可以分享自身經驗喔~",10700,False,,False,2021-09-29T05:22:48.925Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']",,"{'url': 'https://megapx-assets.dcard.tw/images/9dad548f-be15-4528-9051-48011acab8bf/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 49},False,False,False,False,False,False,False,False,False,False,True
90,b95f455f-e866-4536-aa5d-f898c7ca795c,chihlee,致理科技大學,致理科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,10524,False,,False,2016-05-22T19:15:15.869Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/f4b4d213-6e7c-41db-bb8d-5fd70d5f8d5f/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/2c191310-2a90-4a1b-86a8-31eac7855e58/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 274},False,False,False,True,False,False,False,False,False,False,True
436,7d8e003b-a518-4f1e-9eb8-ae927feb5db7,pubg,PUBG,嗨嗨各位，歡迎來到PUBG的大家庭♥(´∀` )人，無論你是PUBG的電腦玩家或是手遊版玩家，還是為和平精英的gamer，都可以來到這裡討論有關PUBG的電競活動與比賽以及即將推出的遊戲活動，讓我們一同創造和平且愉悅的看板環境吧耶呼✧◝(⁰▿⁰)◜✧,10465,False,,False,2020-09-21T09:45:07.323Z,2022-09-01T08:40:59.966Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,記得要選擇標題分類,"{'exclude': [], 'include': []}",[],"['PUBGM', 'PUBG', '和平精英', '其他討論', '比賽', 'PUBG未來之役', '公告', 'PUBGmobile', '絕地求生M', 'pubgm', '手遊']",False,{},[],0,"['classic', 'link', 'video', 'image']","{'url': 'https://megapx-assets.dcard.tw/images/476ba9f2-fc9a-4238-bca0-67d8a81d8d98/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1c9c77be-8146-4943-9a1d-b1e884fdd81c/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 64},False,False,False,True,False,False,False,False,False,False,True
62,ddc537be-fa2e-4b88-833d-925851f1b8a7,nptu,屏東大學,屏東大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,10465,False,,False,2016-05-21T15:15:15.831Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/ce49bd50-ccf8-4415-acd5-1f0305dae7f0/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/ad47952f-c1f7-4a35-bdd8-7066e4d476d3/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 427},False,False,False,True,False,False,False,False,False,False,True
325,78751e16-7e34-46cd-a121-a1c1f1233f8d,table_tennis,桌球,"歡迎各位喜歡桌球、愛好桌球的朋友來這裡和大家交流聚聚喔~
舉凡桌球場地、桌球用品、技術分享、球員資訊都可以在這裡和大家分享討論，一起進入桌球的小世界吧!",10264,False,,False,2020-02-04T07:44:53.573Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,,"{'exclude': [], 'include': []}",[],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/6ceb3951-999f-4c65-b6c2-263ce3a6cb04/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/20b1c460-63d8-4484-8c32-ec536e5833f2/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 24},False,False,False,True,False,False,False,False,False,False,True
565,a0662920-9923-437f-b520-bb639cad2030,light_novel,輕小說,"歡迎來到輕小說版～
很開心能夠在這裡遇見各位，在輕小說的世界裡，所有想像都會化成可能，可以成為魔法師、勇者、逆天改命的傳奇，你可以是任何你想成為的人，迷惘會在破曉時消散，只要心懷期盼永遠有捲土重來的機會，這就是輕小說的世界，希望能帶給你滿滿勇氣的看板。
歡迎各位踴躍分享書單、新書推薦，或是愛書心得分享（不說出來心癢癢的好書快讓大家一起來看）
⚠️發文前請參照板規和發文形式，討論請和平理性，大家都是有禮貌的好孩子！
最後最後，謝謝大家來到這裡，相逢就是有緣，很幸運、很開心，說好囉～記得常常回來😃",10231,False,,False,2022-02-10T16:23:13.467Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,True,,,{},[],"['輕小說', '奇幻', '懸疑', '異世界']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/2e8ae4db-5d9d-41c2-a279-1c2bca50bdfb/full.jpeg', 'type': 'image/jpeg', 'width': 1410, 'height': 470}","{'url': 'https://megapx-assets.dcard.tw/images/659a00dd-a284-487c-96d7-09ea70aee796/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 5},False,False,False,False,False,False,False,False,False,False,True
109,2df6b29d-a531-464e-a45f-568b2586b7e5,hwai,中華醫事科技大學,中華醫事科技大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,10203,False,,False,2016-07-15T04:06:37.278Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/cf85fd20-79f5-43ce-a65e-792403328377/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/20929e6f-ed55-463e-b382-5676e75b5e31/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 489},False,False,False,True,False,False,False,False,False,False,True
486,0e68aa75-7b2d-4586-b74b-fdaf6fbe94f5,sex_game,西斯遊戲,透過遊戲，感受性與愛的美好，本版開放討論含有性議題的相關遊戲，發文前記得詳閱板規。,10203,False,,False,2021-05-17T05:31:43.488Z,2022-08-16T03:53:09.054Z,True,True,True,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],True,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/6a3c0a9e-7c6f-4dd7-9a3e-c3dbdb9cdead/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/d81e4513-82a5-4769-aa98-5fa4decbf323/full.jpeg', 'type': 'image/png', 'width': 200, 'height': 200}",{'last30Days': 12},False,False,False,False,False,False,False,False,False,False,True
592,fbd6a5c3-fcd7-406f-829c-77215866acac,mlb,MLB,"這裡是讓大家討論 MLB 美國職棒大聯盟的看版
歡迎大家一起來交流 大聯盟的資訊",10186,False,,False,2022-07-12T09:06:36.770Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],"['MLB', '美國職棒', '棒球']",False,{},[],0,"['classic', 'image', 'video', 'link', 'poll']","{'url': 'https://megapx-assets.dcard.tw/images/23ee23b8-beaf-4d5e-a765-5afdf0a8cd89/full.jpeg', 'type': 'image/jpeg', 'width': 275, 'height': 91}","{'url': 'https://megapx-assets.dcard.tw/images/f3072a2d-9fa3-440a-8998-2da9e492b314/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 181},False,False,False,True,False,False,False,False,False,False,True
24,d477f90b-56e4-423d-8686-3524dc331bd5,nkfust,高雄第一科大,高雄第一科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,10142,False,,False,2016-05-20T00:15:15.776Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/1a31e4b4-3daa-46e7-addd-562d1ee970e5/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/b67f780a-a98d-4f0d-ad79-71563a0d28fe/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 69},False,False,False,True,False,False,False,False,False,False,True
158,9f519a33-80a0-4cec-a309-15d03959d27a,szmc,樹人醫護管理專科學校,樹人醫護管理專科學校板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,9995,False,,False,2016-09-23T09:35:46.370Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/13e4b36c-7a40-42b7-9ed9-c2d9cbf0cf28/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/0be96bba-280e-4265-a686-211e339c92f8/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 492},False,False,False,True,False,False,False,False,False,False,True
53,0c371cbf-9447-4e80-a8cf-3a742a59566f,cgust,長庚科大,長庚科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,9994,False,,False,2016-05-21T06:15:15.819Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/806d1fb7-1815-4f21-b2bc-57ddd16feba7/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/7b34e031-d948-4720-b56d-ac47fc767fac/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 263},False,False,False,True,False,False,False,False,False,False,True
100,63a0d93e-acc5-4664-b55a-81e6fe0a4d88,csu,正修科大,正修科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,9990,False,,False,2016-06-29T02:36:10.703Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/26ca693f-e13f-4342-9dc4-ff0de3dd32d5/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/0cc0d5ae-535f-4e65-bddb-aa4aed767f05/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 238},False,False,False,True,False,False,False,False,False,False,True
485,2f8c3fce-d9d3-4c20-aeae-efd96e4ed5fb,indie_game,獨立遊戲,任何跟獨立遊戲相關的議題，都歡迎在這個板上與大家分享及討論。,9800,False,,False,2021-05-17T05:22:36.828Z,2022-08-16T03:53:09.054Z,True,False,False,False,,False,True,True,{'size': 'small'},False,False,False,,,{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/d07dbfd2-6a02-4f73-a85c-ae72797b3bb0/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/5120b344-a231-4ecd-9ea8-85d281c9810e/full.jpeg', 'type': 'image/png', 'width': 200, 'height': 200}",{'last30Days': 7},False,False,False,False,False,True,True,False,False,False,True
43,eb2908f1-803b-4b4e-ba6a-fc2edaec221b,ncyu,嘉義大學,嘉義大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,9729,False,,False,2016-05-20T19:15:15.803Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/9e688bcd-5c03-4e67-9922-3c0b9f362714/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/7790a600-068d-4dea-8eee-e97aee26185e/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 281},False,False,False,True,False,False,False,False,False,False,True
29,2cc8a947-691c-43c5-9f22-f323d1be75df,ntou,海洋大學,海洋大學板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,9674,False,,False,2016-05-20T05:15:15.783Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/e1652401-25ed-496d-89ca-2e0e0611564e/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/d4e57420-b185-4d51-81e8-bcd987851012/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 221},False,False,False,True,False,False,False,False,False,False,True
482,f0b871c6-ad91-41b4-8e98-0d6b3ebf2844,shinee,SHINee,"5늘처럼2렇게5래보자♥️
我們就像今天一樣一起長長久久的走下去吧！💎",9548,False,,False,2021-03-08T03:44:41.998Z,2022-11-21T19:01:18.603Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,,{},[],"['詢問', '分享', '其他', '消息', '應援活動', '綜藝', '舞台', '集中討論', '推薦', '後記', 'SHINee', '溫流', '鐘鉉', 'KEY', '珉豪', '泰民']",False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/c857bc04-d0f7-4696-a871-cec7fd4917fa/full.jpeg', 'type': 'image/jpeg', 'width': 1500, 'height': 500}","{'url': 'https://megapx-assets.dcard.tw/images/8b1a239b-cca2-4cd4-bb4e-feeebf3827a1/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 10},False,False,False,False,False,False,False,False,False,False,True
531,4930aee7-01e9-4bec-8449-3d9c214e4c9a,insect,昆蟲,"昆蟲版來啦！

本版主要討論對象為六足亞門(Hexapoda)下的物種，但是節肢動物門中的其他亞門，如螯肢亞門(Chelicerata)、多足亞門(Myriapoda)、陸生的甲殼亞門(Crustacea)皆在討論範圍之內。

本版鼓勵自由、理性、科學的討論，請各位在不違反版規和站規的前提下踴躍發問！",9535,False,,False,2021-09-22T05:20:03.158Z,2022-09-13T04:42:26.545Z,True,False,False,False,,False,True,True,{'size': 'small'},False,True,True,,"發文前請詳閱版主通告。

在主標題後面加上適當的小標題可以加快解決問題喔！
例子：
#請益 #害蟲防治
#鑑定 #非昆蟲 #蠍子",{},[],[],False,{},[],0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/27c2c300-d8da-4014-b659-edb5a84dd181/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/1d86b882-0cdf-45ec-a494-e1cfc3d00857/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 622},False,False,False,True,False,True,True,True,False,False,True
190,24a9c5cb-ce6d-4091-aa1e-7918dc9d327a,hklgbt,港澳 LGBT,呢度可以發表 LGBT 既小故事同埋討論相關議題～注意要互相尊重～發文請注意需超過15個中文字,9524,False,,False,2019-04-25T07:01:35.991Z,2022-08-16T03:53:09.054Z,True,True,True,False,,True,True,True,{'size': 'small'},False,False,False,,,{},[],"['性傾向', '跨性別', 'LGBT', '同性戀']",False,{},"['HK', 'MO']",0,"['classic', 'image', 'video', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/bb056490-fd70-4793-b9ba-5312a863607a/full.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/ca43423c-bc89-442f-a8e1-3691e2d3c41e/full.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 72},False,False,False,False,False,False,False,False,False,False,True
105,2f45090c-7dc0-4373-87d4-722067905cd5,ksu,崑山科大,崑山科大板，一個能讓你暢所欲言的地方。在這裡，卡友們可以盡情討論校園裡的大小事，舉凡課程資訊、教授教學評價，又或是學校活動，只要是你想要知道的資訊，都能在校板中迅速獲得解答！,9523,False,,False,2016-07-05T17:58:22.279Z,2022-08-16T03:53:09.054Z,False,False,False,True,0.0,False,True,False,{'size': 'small'},False,False,False,,,"{'exclude': [], 'include': []}",['課程評價'],[],False,{},[],0,"['classic', 'link']","{'url': 'https://megapx-assets.dcard.tw/images/c8025006-9874-4eb9-91fd-8923e4fdb57b/orig.jpeg', 'type': 'image/jpeg', 'width': 1800, 'height': 600}","{'url': 'https://megapx-assets.dcard.tw/images/fae2f7eb-a285-49c9-8c70-1d06266159b9/orig.jpeg', 'type': 'image/jpeg', 'width': 200, 'height': 200}",{'last30Days': 199},False,False,False,True,False,False,False,False,False,False,True
